PEF,ROP,ILD,Cp,WOB,RHOB,CGR,vs,vp,PP
3.059605698361348,15.839613261951602,778.3942952008198,9.236876976849043e-07,9.654602558014027,2.45762403179773,19.108734913413528,97.98370331277943,49.933949472560876,4740.833996706457
2.98539921364515,15.557894279859722,795.4749239838674,9.660678751441796e-07,9.997516120544912,2.4548551584180043,19.500134025535548,88.24946145591367,48.99760365337085,4798.656315780966
3.0818303624760834,15.041798553572503,774.8364170231284,9.844402188820163e-07,10.02724119676336,2.320807324087587,19.25598466187591,97.72632966403239,49.66519107610071,4694.005074676052
3.1891354818335658,14.620613812015321,790.4418321142577,1.0771223824291837e-06,10.219649892506544,2.4675836513357616,19.576289233404246,94.12672322036893,51.44490773835523,4245.627061804769
2.979834598957212,15.431281482853372,739.7744028950451,1.0243086958021338e-06,9.491107532183916,2.574107182987598,19.84852827971076,97.70892585400605,52.576756638713704,4575.779295089441
2.9818198266447973,15.251342573826877,807.3301692807264,9.48949557899758e-07,10.288263280457546,2.3735267687882535,20.69558660656894,97.97814316537513,51.16657074514142,4392.600801544135
3.202276330805275,15.555779134337381,800.6392047725609,1.022502837317176e-06,8.971806370466151,2.6060998438510556,19.7727170224424,101.14203869178569,50.233598637013785,4569.273602924165
3.106536375154331,15.402658180422009,774.5309631234657,9.413945045481196e-07,9.816350806935738,2.5502062262425484,18.764312371531798,100.18005562783412,53.033157891438115,4788.330630604521
2.959378325332452,15.654764232401519,821.917779169006,1.0474850501320813e-06,9.883206502763281,2.428131231433921,20.95392025172505,100.15916902929068,49.41386605454072,4665.064083224647
3.083516257513981,14.70530726742954,830.9369316162166,9.855746311071373e-07,10.345703079351274,2.4876386377337947,19.373864667641996,100.53359346565904,52.10874123410024,4821.613728409214
2.964038791623015,15.82204892474472,749.4947185798577,1.0012408114717065e-06,10.10924305519558,2.6619621765044554,20.002956149953725,96.1578735336616,49.47334775104849,4674.044254669663
2.965724199158014,15.151853888419238,776.6603147032416,1.058829338636882e-06,9.541694220462523,2.5756216003772012,20.413267624286572,95.1774292638646,50.91805017078417,4372.591120439461
3.053292012908948,16.2841839266348,776.5516902194292,9.54210234777691e-07,9.721390170089688,2.5032816119671626,20.220227939331004,98.37886183399522,49.83266210750068,4148.0450244448
2.7944405934093886,14.624450138979874,771.1754781806749,9.502581647595151e-07,10.21063630416896,2.4788095270977313,20.94325641762034,97.84887799630008,49.95321533872351,4641.780330278855
2.8191040463122348,16.086539662469036,827.9910934314537,9.834994625704072e-07,10.108069983059542,2.5104722986526644,20.45461513613713,93.8947521187501,49.31423929515677,4575.921034992915
2.9618801060655686,15.164148111128872,795.2874238512359,1.0493544870290668e-06,9.915022283415157,2.4517651741087194,19.383440896063043,96.61461971445884,52.7688217381307,4436.113070852641
2.9091945760363176,14.655945271337899,793.1201807839224,9.467474875673601e-07,9.964746227685822,2.2924585750169553,21.829908196607516,94.94660108518379,48.61188029283003,4303.5037636579855
3.072171518121973,14.75973143540177,737.4417070008661,8.94258387783928e-07,10.453376050095631,2.7078992086669196,20.241213250926194,91.83723375476994,48.60210127102003,4482.975829378001
2.925764283441208,14.861153026308934,822.1809746625663,9.908000749038531e-07,9.969372033390194,2.5191584927126174,19.971686953021276,99.99849121629813,54.33972044183741,4583.87919515724
2.866412743401297,15.312524691322427,762.1513553506659,1.0317890128812878e-06,10.154283528960322,2.54367910927932,20.869902016730357,95.30506218379814,52.05450976468973,4743.999671574607
3.218265277726317,15.375017414113877,803.9246455803557,1.058501065284744e-06,11.085551705006637,2.498203954501818,20.300659659430465,102.8933945154226,45.320322697914456,4656.896302543823
3.0145692021149717,14.71739588951881,811.0014871025385,9.91789333532524e-07,9.628766250401762,2.430568900885978,20.42616609630376,88.92140057690948,48.97221116351645,4920.494838080771
3.0522663972154542,15.051388950225423,845.863135083287,9.943727378103239e-07,9.463170599023933,2.4857792008454163,22.114833895170683,92.99189849442593,46.47815070116692,4432.669609717425
2.872452102876975,16.36034986901073,760.299517521763,1.0581988665451625e-06,10.550882337306977,2.3443705451657104,19.89375114711571,95.23929298347815,48.20935617354015,4788.332685586778
2.9816758600128455,16.113578278767022,705.487850085847,9.363239696339511e-07,9.962261520839292,2.7329510928560072,19.86438462583585,99.44763318527278,43.828010837303765,4635.179392632326
3.0635828280619,15.338179558169807,808.4040912924539,9.96777226662758e-07,10.119769678314938,2.381306655613532,20.2189714107712,96.64510808722264,49.85046033621525,4756.111547302815
2.9115363596572337,15.100998854520427,860.4064010144306,1.0207290881523184e-06,9.939665550516759,2.4017937129695963,20.99292033892031,96.31154267041312,47.84030245030637,4547.810020911316
3.0999501362952007,15.153489167901395,842.4829261430284,1.031725083295339e-06,10.163541563792805,2.4612842937874384,18.9217644837926,90.84543940563178,50.25526946092691,4828.193349240495
2.9826326358229385,15.45425835159458,809.5354094514615,9.93335968760666e-07,10.9376170735227,2.6347019958709907,18.556677295835545,90.73727747348649,46.88078783353651,4685.51626734962
3.022377401176438,14.469848666960145,787.1134580782597,1.01591215076532e-06,10.620455677861631,2.507260075189357,19.672044251402184,96.3725352536759,50.31145022160774,4506.046215066671
2.986409725181771,14.934736684618342,828.9278777586567,9.139874299755446e-07,10.655546744236917,2.382095456842352,18.83319843179726,89.95835454484869,49.31782560425112,4630.804724107235
3.288933692348863,14.085729302665616,771.8287841432274,9.887770564839764e-07,9.726240693707137,2.6319514295827084,19.812653486189042,93.13071876106092,53.16838251534633,4589.728774816845
3.0624098096126997,15.33716452100141,818.507686651909,1.0344469006303417e-06,9.845109308353951,2.5796937925688956,20.56537913433609,97.06685509067256,52.99191560929223,4725.9335043228575
2.93634560258691,15.489982124303348,819.5451372464952,9.765757921206956e-07,9.157185514879295,2.560592391446075,19.446681246996587,91.42584310048636,51.74104484063505,4417.542663860744
3.169013019243094,14.810216850582156,837.4744533236678,1.019416535300702e-06,10.00556941414275,2.5785751055120776,19.018996775890127,101.28145017503698,49.51471941194235,4631.992770147684
2.9201470480696243,16.05611452484671,892.19936389325,1.0357055414240617e-06,10.746438876765875,2.7471142894898404,20.23113075052544,99.83470941381937,54.15984754003693,4711.884455577647
3.097737832755539,14.367348102034262,816.2174790170616,1.004069167676783e-06,10.574590447967795,2.7263466339778555,20.876431497491165,89.19745863695708,47.062916577453045,4645.768289443031
2.8331072292118202,14.225977850184286,787.3414656624404,1.0254633388183788e-06,10.27848338721986,2.4385324018943364,18.81665107556807,91.63526800744044,47.3676711954685,4890.772945069542
2.9126520228922974,15.249809730067549,802.9815346270202,9.797773072488594e-07,10.37112096327703,2.6704902620817306,20.85261611506834,86.48684736475487,50.02198660146396,4785.557493810702
3.102316248260162,15.750281424066015,747.0172228541962,1.0110937502153985e-06,10.104078801524215,2.5462442949270456,20.855421527944777,92.21523769456147,54.72087050938337,4641.553626445541
3.1710615281940293,16.138567678857704,781.6619184428135,1.0449173284008576e-06,10.485583374901083,2.558077460153479,20.971108603063893,98.11861365623295,49.79390205487348,4684.296592549778
3.103208926437795,14.845532594857902,790.9398765751248,1.0269282856339265e-06,10.729334698962898,2.338425504590643,21.189990916403804,93.62900708869823,49.837210603677214,4700.081521187276
3.069817323001475,15.77877661957879,787.3452404844584,9.970665907925839e-07,9.746891633355634,2.4913125249454944,21.990336782337444,96.96511430736868,47.31426532682409,4721.1994171251545
3.0489168090689978,15.105825144823477,809.2058914786425,1.0306831968199702e-06,10.555448604895501,2.42704635836867,19.927276119244773,89.41723962542704,52.11521752332687,4307.968673614732
2.9054558422308903,15.027643367639424,777.9420757692758,1.0512358997493487e-06,10.829841669832119,2.5919064587694534,20.308842679382295,98.25955539908324,52.134969076264404,4592.383270779031
3.0011147518993204,15.670107637829771,840.5794733665138,9.38678077434759e-07,10.276931050379277,2.6165030340043893,19.888322781029977,93.11080917506212,51.810484413623236,4373.470629515449
3.035118592052261,15.533136291901748,804.6112688200699,1.0704534011765736e-06,10.753646502368774,2.300996398955252,20.23182991121181,95.27658709605542,48.965994259720496,4888.444175451322
3.2249275195692757,14.186406095433684,804.4053442176844,1.0097569381260702e-06,11.649300720287604,2.5071976296067144,21.475957352720243,94.88143823573434,48.8151720051732,4640.429477301077
3.138651105891301,16.038581739779904,794.2491550720166,1.0414525005687589e-06,10.436737976273363,2.6222269861329197,19.15130358898586,90.39613677596411,47.641569339426404,4616.869373281248
2.8796152440101035,15.983325019858226,809.9014546102505,1.0735888779319675e-06,10.65552984520744,2.491068662173834,19.547958773992043,90.85221324664504,50.41381302205766,4820.90009352641
3.140287809938566,14.771055395902032,831.5733343121407,9.687850303918318e-07,10.190501749445124,2.5832082918856227,21.365780594413906,98.93755686478562,48.078620703512286,4733.692862384821
3.054319520039633,15.393060015582604,777.1798665667155,9.964235312517708e-07,10.586712200493356,2.5454701759026404,21.081699247934488,96.775499247562,47.88840057473312,4445.952214469074
3.0200546497317804,15.455660102122401,784.0084522998144,1.0141836871562524e-06,10.714212403546107,2.544718706535095,19.965974593330223,99.26137805963691,49.408468032188786,4644.048276688895
3.182103364335264,15.317222963348838,795.5216180119788,9.943447753388147e-07,10.612602259044719,2.4833639601003763,20.95785259310066,96.50241138229327,49.28176266919417,4595.905243511366
3.2362864271211182,14.828409522911047,762.0465367356737,1.098300097169512e-06,10.110614946284914,2.388626641400857,20.54693176418273,95.81518052724593,49.18849722853099,4334.316248653315
3.225965458662424,14.757753993022563,779.1088368481326,9.923132510785506e-07,10.637639762553365,2.398364029036409,21.492014502715318,88.69742980241429,51.21330049554763,4531.877593019855
3.0076425513633964,15.152663830320986,790.2597573962466,1.0051833216202999e-06,11.178224911049892,2.5824645706912532,20.34072329813535,94.24985569444597,50.439262106186526,4627.437546361134
3.075597209158233,15.882838078714512,833.8857197820089,1.0369373265254078e-06,10.760264010941878,2.513366118809663,21.11749488639151,95.1809123740047,49.70568495724821,4641.32320584656
3.1574063288071788,15.504121511251132,814.2687435373994,9.795471586463976e-07,10.987715899439012,2.497696053135376,22.434577834862278,102.73477636594825,50.658441221956714,4387.3468408729805
3.2397927155550006,14.952182001878297,812.146516021702,1.0132349304487961e-06,10.490186721011668,2.469222531203224,20.780839253997495,97.9138446997315,48.300529482270186,4879.864148815861
